id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
89789,45,38268,MORTGAGE,14,PERSONAL,B,8400,12.18,0,0.22,N,11
89790,42,26280,RENT,2,DEBTCONSOLIDATION,B,4000,9.99,0,0.15,N,17
89791,37,38400,MORTGAGE,4,VENTURE,A,7000,7.9,0,0.18,N,13
89792,36,27600,RENT,1,MEDICAL,B,4000,11.86,0,0.14,N,12
89793,44,38400,MORTGAGE,4,PERSONAL,A,6825,8.9,0,0.18,N,12
89794,40,28800,RENT,2,MEDICAL,B,4000,10.74,0,0.14,N,15
89795,37,29536,RENT,2,MEDICAL,B,4000,11.89,0,0.14,N,17
89796,37,38400,MORTGAGE,1,DEBTCONSOLIDATION,A,2400,6.99,0,0.06,N,17
89797,36,30000,RENT,7,EDUCATION,B,4000,10.74,0,0.13,N,12
89798,36,38400,OWN,5,PERSONAL,A,10000,6.17,0,0.26,N,13
89799,45,31200,RENT,11,PERSONAL,D,4000,14.96,0,0.13,Y,17
89800,44,38400,MORTGAGE,9,HOMEIMPROVEMENT,A,2500,,0,0.07,N,17
89801,44,32004,RENT,4,EDUCATION,C,4000,14.35,0,0.12,N,13
89802,39,38500,MORTGAGE,7,MEDICAL,C,3500,13.98,0,0.09,Y,17
89803,36,34000,RENT,20,VENTURE,D,4000,14.59,1,0.12,N,11
89804,45,34800,RENT,6,MEDICAL,C,4000,13.49,0,0.11,N,15
89805,36,38795,MORTGAGE,,HOMEIMPROVEMENT,B,2000,,0,0.05,N,13
89806,36,30000,RENT,0,VENTURE,E,4000,17.99,1,0.13,N,15
89807,44,36000,RENT,6,VENTURE,D,4000,15.2,0,0.11,N,12
89808,43,39000,MORTGAGE,12,VENTURE,B,8000,9.99,0,0.21,N,16
89809,36,39000,MORTGAGE,8,VENTURE,A,7000,5.79,0,0.18,N,17
89810,36,33000,RENT,2,PERSONAL,B,4000,,1,0.12,N,17
89811,43,39996,RENT,1,PERSONAL,B,4000,10.99,0,0.1,N,11
89812,39,33996,RENT,6,MEDICAL,D,4000,,1,0.12,N,13
89813,38,40000,RENT,5,MEDICAL,B,4000,11.49,0,0.1,N,12
89814,47,39000,MORTGAGE,5,EDUCATION,A,5600,8.59,0,0.14,N,11
89815,37,35000,RENT,5,MEDICAL,A,4000,9.32,1,0.11,N,16
89816,46,33099,MORTGAGE,2,MEDICAL,E,12000,,1,0.36,N,14
89817,41,42000,RENT,0,VENTURE,C,4000,13.43,0,0.1,N,14
89818,37,39480,OWN,4,VENTURE,A,8000,8.49,0,0.2,N,13
89819,41,43000,RENT,2,MEDICAL,C,4000,13.23,0,0.09,N,16
89820,36,43000,RENT,6,DEBTCONSOLIDATION,C,4000,13.92,0,0.09,Y,14
89821,40,39500,OWN,0,PERSONAL,A,10000,7.29,0,0.25,N,11
89822,36,39520,OWN,14,VENTURE,A,5000,5.79,0,0.13,N,16
89823,37,49000,RENT,0,MEDICAL,B,4000,9.25,0,0.08,N,13
89824,37,39600,MORTGAGE,17,HOMEIMPROVEMENT,A,6000,,0,0.15,N,17
89825,37,39700,MORTGAGE,4,HOMEIMPROVEMENT,C,15000,13.23,0,0.38,Y,11
89826,38,50000,RENT,5,VENTURE,A,4000,7.88,0,0.08,N,12
89827,48,50004,RENT,8,EDUCATION,A,4000,7.68,0,0.08,N,11
89828,37,39960,OWN,21,PERSONAL,A,5600,6.54,0,0.14,N,16
89829,38,45000,RENT,1,EDUCATION,B,4000,11.49,1,0.09,N,15
89830,40,51000,RENT,1,MEDICAL,B,4000,11.12,0,0.08,N,14
89831,42,39996,MORTGAGE,2,HOMEIMPROVEMENT,A,2500,5.42,0,0.06,N,12
89832,45,55000,RENT,1,PERSONAL,A,4000,6.03,0,0.07,N,12
89833,41,39996,MORTGAGE,8,VENTURE,D,1200,15.21,0,0.03,N,16
89834,37,61260,RENT,6,VENTURE,C,4000,14.82,0,0.07,Y,12
89835,37,63000,RENT,0,HOMEIMPROVEMENT,B,4000,,0,0.06,N,13
89836,36,73000,RENT,3,PERSONAL,B,4000,11.12,0,0.05,N,16
89837,38,74000,RENT,21,DEBTCONSOLIDATION,B,4000,11.26,0,0.05,N,14
89838,37,40000,MORTGAGE,13,VENTURE,A,17500,7.9,0,0.44,N,12
89839,41,75000,RENT,15,PERSONAL,D,4000,16.29,0,0.05,Y,12
89840,49,86400,RENT,0,MEDICAL,C,4000,,0,0.05,N,17
89841,36,76000,RENT,2,DEBTCONSOLIDATION,E,4000,17.39,1,0.05,N,13
89842,44,40000,MORTGAGE,8,VENTURE,A,8000,6.62,0,0.2,N,13
89843,40,28800,RENT,3,PERSONAL,C,4200,14.72,1,0.15,Y,16
89844,39,40000,OWN,4,HOMEIMPROVEMENT,A,15000,5.42,0,0.38,N,13
89845,46,50000,RENT,0,MEDICAL,B,4350,10.99,0,0.09,N,15
89846,38,40000,OWN,6,MEDICAL,A,9000,7.49,0,0.23,N,16
89847,38,34000,MORTGAGE,14,VENTURE,D,8000,15.62,1,0.24,N,11
89848,36,40000,OWN,4,VENTURE,B,14000,10.99,0,0.35,N,16
89849,37,40000,MORTGAGE,2,MEDICAL,B,16000,10.99,0,0.4,N,15
89850,36,20004,RENT,1,VENTURE,B,4375,10.74,0,0.22,N,17
89851,38,24000,RENT,0,HOMEIMPROVEMENT,D,4400,14.09,1,0.18,N,14
89852,37,53976,RENT,,VENTURE,D,4400,15.62,1,0.08,Y,11
89853,36,40000,MORTGAGE,16,EDUCATION,D,4000,18.07,0,0.1,Y,14
89854,36,40000,MORTGAGE,2,EDUCATION,A,6000,,0,0.15,N,15
89855,36,40000,MORTGAGE,8,EDUCATION,A,6000,8.49,0,0.15,N,17
89856,37,40000,OWN,16,HOMEIMPROVEMENT,B,5000,,0,0.13,N,12
89857,38,40000,MORTGAGE,5,MEDICAL,A,10000,5.99,0,0.25,N,17
89858,39,40000,OWN,4,VENTURE,B,1000,10.37,0,0.03,N,16
89859,45,32000,RENT,4,PERSONAL,A,4500,7.51,0,0.14,N,12
89860,46,35004,RENT,0,PERSONAL,C,4500,12.68,0,0.13,N,13
89861,46,40000,MORTGAGE,8,EDUCATION,A,12000,6.91,0,0.3,N,11
89862,44,35000,RENT,3,DEBTCONSOLIDATION,D,4500,14.59,1,0.13,Y,11
89863,38,42000,RENT,2,MEDICAL,A,4500,6.62,0,0.11,N,11
89864,41,40000,MORTGAGE,5,MEDICAL,B,1500,10.36,0,0.04,N,16
89865,37,45600,RENT,2,DEBTCONSOLIDATION,B,4500,11.86,0,0.1,N,16
89866,43,50000,RENT,0,PERSONAL,B,4500,10.74,0,0.09,N,16
89867,36,40000,OWN,2,PERSONAL,A,5000,7.88,0,0.13,N,12
89868,39,52000,RENT,2,VENTURE,B,4500,11.99,0,0.09,N,11
89869,40,53000,RENT,4,MEDICAL,A,4500,6.03,0,0.08,N,16
89870,38,65000,RENT,4,HOMEIMPROVEMENT,C,4500,13.43,0,0.07,N,12
89871,43,67000,RENT,0,MEDICAL,A,4500,5.42,0,0.07,N,13
89872,39,84998,RENT,5,PERSONAL,B,4500,10.99,0,0.05,N,14
89873,39,110000,RENT,5,HOMEIMPROVEMENT,C,4500,13.49,0,0.04,N,11
89874,50,35880,RENT,0,MEDICAL,C,4600,12.23,0,0.13,Y,13
89875,38,42000,RENT,0,DEBTCONSOLIDATION,B,4600,,0,0.11,N,16
89876,41,45840,RENT,5,PERSONAL,B,4600,10.99,0,0.1,N,16
89877,50,40000,OWN,4,HOMEIMPROVEMENT,A,8000,7.88,0,0.2,N,14
89878,47,40000,MORTGAGE,0,PERSONAL,A,6000,7.74,0,0.15,N,11
89879,43,40000,MORTGAGE,3,MEDICAL,B,18000,11.83,0,0.45,N,15
89880,38,47004,RENT,2,MEDICAL,C,4775,,0,0.1,N,13
89881,36,14004,RENT,0,MEDICAL,D,4800,15.28,1,0.34,N,15
89882,38,40000,MORTGAGE,4,PERSONAL,B,4000,12.21,0,0.1,N,13
89883,39,24000,RENT,0,DEBTCONSOLIDATION,A,4800,7.49,0,0.2,N,16
89884,37,30960,RENT,5,VENTURE,B,4800,11.49,0,0.16,N,16
89885,36,40000,OWN,0,PERSONAL,A,5000,8,0,0.13,N,16
89886,38,33600,RENT,0,VENTURE,A,4800,8.49,0,0.14,N,11
89887,40,40008,OWN,20,PERSONAL,B,12000,11.71,0,0.3,N,15
89888,38,40246,MORTGAGE,7,HOMEIMPROVEMENT,A,12000,8.9,0,0.3,N,15
89889,37,36000,RENT,2,PERSONAL,B,4800,10.75,0,0.13,N,14
89890,38,40320,MORTGAGE,4,EDUCATION,D,15000,16.07,0,0.37,N,14
89891,36,40000,RENT,0,VENTURE,B,4800,,0,0.12,N,15
89892,46,40452,OWN,4,EDUCATION,B,4000,11.71,0,0.1,N,17
89893,36,40500,MORTGAGE,5,VENTURE,A,7475,5.42,0,0.18,N,13
89894,37,40800,OWN,4,PERSONAL,B,2875,11.99,0,0.07,N,14
89895,37,40800,OWN,0,VENTURE,C,4000,13.49,0,0.1,Y,14
89896,36,40800,MORTGAGE,7,HOMEIMPROVEMENT,D,7200,16.32,0,0.18,Y,11
89897,42,40800,MORTGAGE,5,DEBTCONSOLIDATION,A,10400,7.51,0,0.25,N,14
89898,39,40800,OWN,0,HOMEIMPROVEMENT,A,3500,8.59,0,0.09,N,14
89899,37,55000,RENT,0,VENTURE,A,4800,8.9,0,0.09,N,13
89900,46,60000,RENT,5,MEDICAL,B,4800,12.12,0,0.08,N,16
89901,39,56000,RENT,0,DEBTCONSOLIDATION,E,4800,16.7,1,0.09,Y,12
89902,39,64000,RENT,9,DEBTCONSOLIDATION,C,4800,12.73,0,0.07,N,16
89903,37,59000,RENT,2,EDUCATION,D,4800,14.54,1,0.08,Y,14
89904,42,41000,MORTGAGE,17,EDUCATION,B,10000,10.99,0,0.24,N,12
89905,36,41000,MORTGAGE,6,DEBTCONSOLIDATION,B,6250,10.62,0,0.15,N,17
89906,49,80000,RENT,0,HOMEIMPROVEMENT,A,4800,7.88,0,0.06,N,15
89907,48,92000,RENT,1,PERSONAL,A,4800,7.88,0,0.05,N,17
89908,43,41000,MORTGAGE,7,MEDICAL,C,6000,13.22,0,0.15,Y,16
89909,40,41000,MORTGAGE,2,HOMEIMPROVEMENT,C,6000,12.53,0,0.15,N,11
89910,45,107473,RENT,0,MEDICAL,C,4800,12.23,0,0.04,Y,11
89911,41,41004,MORTGAGE,4,MEDICAL,B,10000,11.99,0,0.24,N,14
89912,37,95000,RENT,3,MEDICAL,A,10000,7.88,0,0.11,N,13
89913,39,83400,RENT,2,EDUCATION,E,10000,16.4,1,0.12,Y,14
89914,38,96000,RENT,18,HOMEIMPROVEMENT,F,10000,19.04,0,0.1,N,14
89915,42,100000,RENT,3,VENTURE,D,10000,13.55,0,0.1,Y,13
89916,38,112000,RENT,2,VENTURE,B,10000,11.26,0,0.09,N,15
89917,37,103000,RENT,1,EDUCATION,D,10000,15.62,1,0.1,Y,12
89918,49,115000,RENT,16,PERSONAL,B,10000,10.37,0,0.09,N,17
89919,40,41760,MORTGAGE,,MEDICAL,A,18000,5.79,0,0.43,N,14
89920,37,117000,RENT,10,EDUCATION,A,10000,7.66,0,0.09,N,11
89921,49,41869,MORTGAGE,8,EDUCATION,A,8000,7.14,0,0.19,N,15
89922,36,120000,RENT,2,HOMEIMPROVEMENT,B,10000,11.49,0,0.08,N,14
89923,38,120000,RENT,3,DEBTCONSOLIDATION,C,10000,10.28,0,0.08,Y,12
89924,41,121200,RENT,1,VENTURE,A,10000,6.03,0,0.08,N,13
89925,47,126000,RENT,1,MEDICAL,A,10000,6.91,0,0.08,N,17
89926,37,135000,RENT,1,VENTURE,A,10000,7.74,0,0.07,N,13
89927,47,140000,RENT,4,VENTURE,C,10000,,0,0.07,Y,13
89928,42,42000,OWN,4,VENTURE,A,12000,6.03,0,0.29,N,15
89929,43,36000,MORTGAGE,,HOMEIMPROVEMENT,A,4000,6.62,1,0.11,N,16
89930,49,42000,MORTGAGE,12,MEDICAL,A,3000,8.9,0,0.07,N,15
89931,36,166000,RENT,4,MEDICAL,A,10000,7.88,0,0.06,N,17
89932,40,73000,RENT,2,VENTURE,D,9975,16.29,1,0.14,Y,16
89933,36,24168,RENT,2,MEDICAL,C,9925,13.06,1,0.41,N,13
89934,36,55200,RENT,3,MEDICAL,D,9900,14.84,1,0.18,Y,13
89935,43,42000,MORTGAGE,0,MEDICAL,A,7775,5.99,0,0.19,N,16
89936,38,42000,OWN,2,EDUCATION,B,5600,9.99,0,0.13,N,14
89937,36,42000,MORTGAGE,2,VENTURE,B,6000,10.59,0,0.14,N,13
89938,37,42000,MORTGAGE,0,MEDICAL,C,3000,15.23,0,0.07,Y,11
89939,39,67000,RENT,4,EDUCATION,D,9800,16.29,0,0.15,Y,14
89940,37,42000,MORTGAGE,9,EDUCATION,C,4500,12.99,0,0.11,N,12
89941,36,42000,OWN,2,MEDICAL,C,2000,15.62,0,0.05,Y,13
89942,37,70000,RENT,3,EDUCATION,B,4900,12.18,0,0.07,N,15
89943,39,42000,MORTGAGE,,PERSONAL,A,5000,8.49,0,0.12,N,11
89944,39,55000,RENT,1,DEBTCONSOLIDATION,B,4975,12.21,0,0.09,N,11
89945,40,28000,RENT,2,VENTURE,C,5000,12.99,0,0.18,Y,13
89946,47,28500,RENT,2,EDUCATION,A,5000,5.42,0,0.18,N,15
89947,38,42000,MORTGAGE,5,PERSONAL,B,4000,10.74,0,0.1,N,12
89948,38,30000,RENT,5,VENTURE,C,5000,13.61,0,0.17,Y,11
89949,44,30000,RENT,6,VENTURE,C,5000,13.98,0,0.17,N,11
89950,36,30000,RENT,1,DEBTCONSOLIDATION,B,5000,11.14,0,0.17,N,17
89951,44,42000,MORTGAGE,4,MEDICAL,A,13200,6.17,0,0.31,N,14
89952,50,30000,RENT,8,VENTURE,C,5000,12.84,0,0.17,Y,15
89953,43,42000,MORTGAGE,3,VENTURE,B,20000,,0,0.48,N,13
89954,41,32000,RENT,0,MEDICAL,C,5000,13.98,0,0.16,N,15
89955,39,32000,RENT,0,VENTURE,A,5000,9.32,0,0.16,N,12
89956,36,32004,RENT,3,VENTURE,B,5000,10.62,0,0.16,N,15
89957,39,42000,OWN,5,PERSONAL,B,8000,10.38,0,0.19,N,17
89958,50,42000,MORTGAGE,3,HOMEIMPROVEMENT,D,10000,14.84,0,0.24,Y,13
89959,50,34000,RENT,2,VENTURE,A,5000,5.79,0,0.15,N,12
89960,41,34800,RENT,4,DEBTCONSOLIDATION,B,5000,11.99,0,0.14,N,14
89961,36,42000,MORTGAGE,16,HOMEIMPROVEMENT,C,12000,,0,0.29,N,15
89962,49,42000,MORTGAGE,15,EDUCATION,B,16750,10.99,0,0.4,N,12
89963,42,29000,RENT,1,PERSONAL,D,5000,16.49,1,0.17,Y,13
89964,38,35000,RENT,6,PERSONAL,B,5000,9.99,0,0.14,N,14
89965,36,42000,MORTGAGE,11,PERSONAL,B,7800,12.53,0,0.19,N,13
89966,36,29000,RENT,0,MEDICAL,E,5000,16.45,1,0.17,N,13
89967,38,35000,RENT,5,VENTURE,D,5000,15.37,0,0.14,Y,14
89968,37,35028,RENT,3,MEDICAL,C,5000,13.47,0,0.14,Y,17
89969,40,35827,RENT,13,MEDICAL,B,5000,10.75,0,0.14,N,16
89970,39,36000,RENT,3,MEDICAL,A,5000,,0,0.14,N,16
89971,50,36000,RENT,0,VENTURE,B,5000,10.37,0,0.14,N,16
89972,39,37000,RENT,6,PERSONAL,A,5000,,0,0.14,N,17
89973,38,37200,RENT,1,DEBTCONSOLIDATION,B,5000,9.99,0,0.13,N,11
89974,45,42320,MORTGAGE,6,VENTURE,C,7475,13.49,0,0.18,Y,15
89975,41,39000,RENT,0,VENTURE,B,5000,,0,0.13,N,15
89976,38,39500,RENT,4,MEDICAL,C,5000,13.22,0,0.13,N,14
89977,39,34000,RENT,3,PERSONAL,A,5000,8.49,1,0.15,N,15
89978,48,36655,MORTGAGE,,HOMEIMPROVEMENT,B,15000,12.69,1,0.41,N,16
89979,42,40000,RENT,0,MEDICAL,A,5000,6.17,0,0.13,N,12
89980,36,40000,RENT,6,MEDICAL,C,5000,12.61,0,0.13,N,13
89981,45,34000,RENT,1,EDUCATION,A,5000,,1,0.15,N,11
89982,37,40000,RENT,8,VENTURE,B,5000,12.18,0,0.13,N,12
89983,40,42996,MORTGAGE,5,VENTURE,C,8400,13.49,0,0.2,Y,12
89984,40,42996,OWN,15,MEDICAL,D,15000,16,0,0.35,Y,16
89985,48,41500,RENT,3,MEDICAL,A,5000,7.29,0,0.12,N,16
89986,41,42000,RENT,2,VENTURE,A,5000,7.49,0,0.12,N,15
89987,38,43000,MORTGAGE,3,DEBTCONSOLIDATION,A,8250,7.51,0,0.19,N,12
89988,45,43000,MORTGAGE,6,VENTURE,C,3600,13.49,0,0.08,N,15
89989,36,37000,MORTGAGE,5,MEDICAL,E,3000,18.39,1,0.08,Y,15
89990,39,37200,RENT,1,EDUCATION,C,5000,15.62,1,0.13,N,15
89991,43,43000,MORTGAGE,5,MEDICAL,B,15000,8.88,0,0.35,N,12
89992,38,45000,RENT,1,MEDICAL,C,5000,12.68,0,0.11,Y,13
89993,38,43000,OWN,5,VENTURE,A,10000,7.51,0,0.23,N,12
89994,38,39000,RENT,1,EDUCATION,E,5000,17.74,1,0.13,N,17
89995,41,45600,RENT,18,MEDICAL,A,5000,6.17,0,0.11,N,14
89996,41,43000,OWN,3,VENTURE,B,22800,12.21,0,0.53,N,11
89997,39,43000,MORTGAGE,3,HOMEIMPROVEMENT,A,6250,7.68,0,0.15,N,14
89998,40,43000,MORTGAGE,18,MEDICAL,C,2500,12.84,0,0.06,N,14
89999,41,47000,RENT,2,PERSONAL,A,5000,7.51,0,0.11,N,11
90000,50,41496,RENT,9,DEBTCONSOLIDATION,D,5000,15.31,1,0.12,Y,16
90001,36,43200,MORTGAGE,13,DEBTCONSOLIDATION,B,11000,,0,0.25,N,12
90002,44,48000,RENT,0,VENTURE,C,5000,13.43,0,0.1,N,14
90003,47,43200,MORTGAGE,8,HOMEIMPROVEMENT,D,13750,14.84,0,0.32,Y,13
90004,39,48500,RENT,1,PERSONAL,B,5000,10.99,0,0.1,N,13
90005,45,43800,RENT,0,EDUCATION,B,5000,,1,0.11,N,14
90006,41,56000,RENT,3,HOMEIMPROVEMENT,A,9000,5.99,0,0.16,N,16
90007,36,43680,MORTGAGE,0,PERSONAL,C,15000,13.11,0,0.34,N,15
90008,36,43776,MORTGAGE,,DEBTCONSOLIDATION,A,6000,7.88,0,0.14,N,15
90009,43,54000,RENT,0,HOMEIMPROVEMENT,D,9000,15.65,1,0.17,Y,16
90010,37,44000,MORTGAGE,14,PERSONAL,A,5000,7.49,0,0.11,N,13
90011,38,44000,MORTGAGE,3,PERSONAL,B,10000,9.63,0,0.23,N,17
90012,37,65000,RENT,7,DEBTCONSOLIDATION,A,9000,6.91,0,0.14,N,15
90013,39,44000,MORTGAGE,2,MEDICAL,B,8000,9.63,0,0.18,N,17
90014,43,44000,MORTGAGE,8,PERSONAL,B,10000,10.38,0,0.23,N,14
90015,47,70000,RENT,2,EDUCATION,C,9000,12.87,0,0.13,N,14
90016,38,74000,RENT,9,EDUCATION,C,9000,12.84,0,0.12,N,12
90017,47,44000,OWN,3,HOMEIMPROVEMENT,B,4000,11.14,0,0.09,N,16
90018,43,44000,OWN,18,MEDICAL,A,8000,9.32,0,0.18,N,15
90019,39,44000,MORTGAGE,14,PERSONAL,A,2500,7.68,0,0.06,N,15
90020,38,44000,OWN,2,VENTURE,B,7000,9.76,0,0.16,N,12
90021,43,85000,RENT,14,EDUCATION,B,9000,11.89,0,0.11,N,11
90022,47,86000,RENT,0,HOMEIMPROVEMENT,C,9000,12.87,1,0.1,N,13
90023,40,108000,RENT,10,HOMEIMPROVEMENT,B,9000,11.86,1,0.08,N,12
90024,37,133000,RENT,3,MEDICAL,C,9000,13.85,0,0.07,Y,12
90025,47,244000,RENT,10,HOMEIMPROVEMENT,C,9000,13.61,0,0.04,N,11
90026,41,30000,RENT,3,MEDICAL,A,8875,5.42,0,0.3,N,15
90027,42,32400,RENT,1,DEBTCONSOLIDATION,D,8875,16.29,1,0.27,N,16
90028,41,38200,RENT,4,MEDICAL,E,8875,19.03,0,0.23,N,11
90029,46,44782,MORTGAGE,14,PERSONAL,D,6000,13.67,0,0.13,Y,12
90030,48,31824,RENT,18,MEDICAL,D,8800,15.62,1,0.28,N,11
90031,45,45000,MORTGAGE,20,PERSONAL,A,15625,8.9,0,0.35,N,13
90032,47,45000,OWN,10,MEDICAL,A,11200,6.62,0,0.25,N,12
90033,48,50000,RENT,1,HOMEIMPROVEMENT,B,5000,11.49,0,0.1,N,12
90034,36,44000,RENT,2,MEDICAL,C,5000,13.22,1,0.11,Y,13
90035,37,45000,OWN,5,VENTURE,A,10800,6.03,0,0.24,N,14
90036,38,44000,RENT,0,PERSONAL,D,5000,15.65,1,0.11,N,14
90037,37,50000,RENT,0,DEBTCONSOLIDATION,B,5000,11.89,0,0.1,N,12
90038,40,45000,MORTGAGE,5,HOMEIMPROVEMENT,A,3600,6.62,0,0.08,N,13
90039,45,45000,MORTGAGE,14,HOMEIMPROVEMENT,A,14000,6.62,0,0.31,N,12
90040,39,24000,RENT,1,MEDICAL,A,8500,7.49,1,0.35,N,12
90041,39,45000,MORTGAGE,2,PERSONAL,A,3000,7.9,0,0.07,N,15
90042,36,26000,RENT,,DEBTCONSOLIDATION,B,8500,10.62,1,0.33,N,14
90043,37,27000,RENT,2,HOMEIMPROVEMENT,A,8500,8.49,1,0.31,N,17
90044,39,45000,MORTGAGE,4,VENTURE,A,8625,,0,0.19,N,13
90045,37,43000,RENT,2,MEDICAL,B,8500,8.88,0,0.2,N,11
90046,38,64777,RENT,5,DEBTCONSOLIDATION,A,8500,7.51,0,0.13,N,13
90047,42,68000,RENT,3,MEDICAL,B,8500,10.37,0,0.13,N,12
90048,39,30000,RENT,7,VENTURE,A,8450,5.99,0,0.28,N,16
90049,42,2039784,RENT,0,VENTURE,C,8450,12.29,0,0,Y,15
90050,43,46000,RENT,3,EDUCATION,B,5000,10.38,1,0.11,N,14
90051,41,52000,RENT,2,DEBTCONSOLIDATION,A,5000,7.88,0,0.1,N,13
90052,39,52273,RENT,3,EDUCATION,B,5000,,0,0.1,N,17
90053,36,53000,RENT,5,MEDICAL,B,5000,10.74,0,0.09,N,12
90054,46,45000,MORTGAGE,7,MEDICAL,A,12250,6.54,0,0.27,N,16
90055,43,45000,MORTGAGE,3,MEDICAL,A,5700,6.91,0,0.13,N,11
90056,50,54996,RENT,0,DEBTCONSOLIDATION,C,5000,13.47,0,0.09,N,14
90057,36,45000,MORTGAGE,2,EDUCATION,A,7000,7.14,0,0.16,N,14
90058,43,45000,OWN,,MEDICAL,B,2000,11.49,0,0.04,N,17
90059,38,45000,MORTGAGE,6,DEBTCONSOLIDATION,A,6375,7.51,0,0.14,N,16
90060,36,58000,RENT,18,VENTURE,A,5000,6.62,0,0.09,N,16
90061,39,45000,MORTGAGE,3,DEBTCONSOLIDATION,C,12000,14.72,0,0.27,N,15
90062,41,52106,RENT,4,DEBTCONSOLIDATION,C,5000,12.84,1,0.1,N,17
90063,40,58500,RENT,3,EDUCATION,A,5000,7.49,0,0.09,N,11
90064,38,60000,RENT,3,EDUCATION,C,5000,14.79,0,0.08,Y,17
90065,36,45000,MORTGAGE,21,HOMEIMPROVEMENT,B,2000,9.88,0,0.04,N,12
90066,41,60000,RENT,6,PERSONAL,A,5000,5.42,0,0.08,N,17
90067,37,60000,RENT,17,VENTURE,A,5000,6.17,0,0.08,N,13
90068,40,60000,RENT,3,EDUCATION,D,5000,15.31,0,0.08,Y,16
90069,37,63000,RENT,6,HOMEIMPROVEMENT,B,5000,10.2,0,0.08,N,16
90070,38,64000,RENT,4,DEBTCONSOLIDATION,A,5000,7.88,0,0.08,N,16
90071,40,65000,RENT,1,DEBTCONSOLIDATION,B,5000,9.63,0,0.08,N,16
90072,43,65000,RENT,2,MEDICAL,B,5000,9.62,0,0.08,N,16
90073,37,59000,RENT,0,PERSONAL,D,5000,14.84,1,0.08,Y,14
90074,44,65000,RENT,2,VENTURE,A,5000,8,0,0.08,N,15
90075,39,68000,RENT,1,EDUCATION,C,5000,13.49,0,0.07,Y,11
90076,36,45000,OWN,4,DEBTCONSOLIDATION,D,8000,14.74,0,0.18,Y,13
90077,38,70000,RENT,2,MEDICAL,B,5000,12.42,0,0.07,N,11
90078,37,45000,OWN,11,EDUCATION,B,12000,12.21,0,0.27,N,12
90079,44,54400,RENT,3,MEDICAL,C,5000,12.61,1,0.08,Y,14
90080,43,71015,RENT,8,VENTURE,B,5000,11.14,0,0.07,N,14
90081,50,75000,RENT,4,VENTURE,C,5000,13.23,0,0.07,N,15
90082,42,45000,OWN,0,VENTURE,A,5000,7.43,0,0.11,N,12
90083,40,76000,RENT,1,PERSONAL,C,5000,13.72,0,0.07,Y,15
90084,36,45344,MORTGAGE,11,EDUCATION,A,16750,7.88,0,0.37,N,13
90085,37,84000,RENT,4,HOMEIMPROVEMENT,B,5000,10,0,0.06,N,16
90086,50,45600,MORTGAGE,,PERSONAL,A,5000,7.9,0,0.11,N,16
90087,40,45600,MORTGAGE,20,HOMEIMPROVEMENT,A,7000,6.62,0,0.15,N,17
90088,36,45600,MORTGAGE,6,MEDICAL,C,10000,13.49,0,0.22,N,16
90089,36,87000,RENT,5,MEDICAL,C,5000,13.98,0,0.06,N,14
90090,38,90000,RENT,2,MEDICAL,A,5000,8.49,0,0.06,N,15
90091,36,45600,MORTGAGE,8,MEDICAL,A,18000,6.91,0,0.39,N,11
90092,41,90000,RENT,0,VENTURE,C,5000,14.26,0,0.06,Y,13
90093,36,39600,MORTGAGE,17,EDUCATION,D,1800,14.09,1,0.05,Y,17
90094,38,94000,RENT,3,PERSONAL,D,5000,15.33,0,0.05,Y,16
90095,38,95000,RENT,9,MEDICAL,C,5000,13.48,0,0.05,Y,16
90096,44,98000,RENT,19,HOMEIMPROVEMENT,C,5000,15.96,0,0.05,Y,13
90097,43,98760,RENT,8,VENTURE,D,5000,14.84,0,0.05,N,14
90098,42,45760,MORTGAGE,4,DEBTCONSOLIDATION,A,9600,7.51,0,0.21,N,17
90099,36,100000,RENT,14,DEBTCONSOLIDATION,A,5000,7.66,0,0.05,N,11
90100,37,45996,MORTGAGE,11,VENTURE,B,6000,9.25,0,0.13,N,16
90101,43,45996,MORTGAGE,2,EDUCATION,A,6300,7.51,0,0.14,N,14
90102,38,108000,RENT,3,PERSONAL,D,5000,15.21,1,0.05,Y,17
90103,40,46000,MORTGAGE,5,HOMEIMPROVEMENT,A,10000,7.9,0,0.22,N,14
90104,41,46000,MORTGAGE,3,VENTURE,B,7700,11.71,0,0.17,N,17
90105,38,26000,RENT,0,VENTURE,C,5200,13.43,0,0.2,N,15
90106,36,46000,MORTGAGE,3,VENTURE,A,8000,5.42,0,0.17,N,15
90107,39,40000,RENT,2,EDUCATION,A,5200,6.62,0,0.13,N,17
90108,50,46000,MORTGAGE,8,EDUCATION,D,8600,14.09,0,0.19,N,12
90109,37,46000,MORTGAGE,9,EDUCATION,B,5000,10.75,0,0.11,N,14
90110,41,23400,RENT,2,VENTURE,B,5375,,0,0.23,N,16
90111,38,28584,RENT,4,EDUCATION,C,5400,13.47,0,0.19,N,11
90112,40,28800,RENT,4,DEBTCONSOLIDATION,B,5400,10.37,0,0.19,N,15
90113,38,46150,MORTGAGE,6,VENTURE,A,6500,6.03,0,0.14,N,15
90114,40,34500,RENT,2,PERSONAL,D,5400,12.61,1,0.16,N,13
